Time Flux
1510.164075 256018.875000
1510.184508 256026.093750
1510.225374 255946.765625
1510.245808 255927.406250
1510.266241 255930.234375
1510.286674 255897.750000
1510.307108 255914.843750
1510.327541 255851.000000
1510.347974 255836.953125
1510.388841 255779.171875
1510.409274 255734.218750
1510.429708 255745.671875
1510.450141 255682.656250
1510.470574 255654.390625
1510.491007 255645.843750
1510.511441 255566.140625
1510.552307 255563.906250
1510.572741 255557.390625
1510.613607 255526.328125
1510.674907 255424.296875
1510.715774 255447.312500
1510.736207 255479.796875
1510.777074 255379.703125
1510.797507 255354.421875
1510.817941 255332.234375
1510.838374 255320.906250
1510.858807 255341.218750
1510.879240 255269.093750
1510.899674 255287.890625
1510.920107 255229.562500
1510.940540 255248.078125
1510.960974 255207.296875
1510.981407 255161.343750
1511.001840 255160.531250
1511.022274 255121.203125
1511.042707 255125.359375
1511.063140 255074.484375
1511.124440 255027.843750
1511.144874 255026.046875
1511.165307 254977.750000
1511.185740 254961.093750
1511.206174 254988.000000
1511.226607 254980.484375
1511.247040 255013.500000
1511.267474 254958.750000
1511.287907 254935.359375
1511.308340 254939.046875
1511.328774 254903.500000
1511.349207 254931.843750
1511.369640 254916.015625
1511.390073 254884.250000
1511.410507 254863.328125
1511.430940 254890.421875
1511.451373 254844.281250
1511.471807 254860.000000
1511.492240 254810.750000
1511.512673 254796.031250
1511.533107 254871.765625
1511.553540 254859.375000
1511.573973 254900.703125
1511.594407 254873.859375
1511.614840 254910.671875
1511.635273 254851.718750
1511.655707 254921.468750
1511.676140 254894.640625
1511.717007 254923.421875
1511.737440 254927.828125
1511.757873 254968.390625
1511.778307 254949.500000
1511.798740 254996.484375
1511.819174 254986.593750
1511.839607 254988.625000
1511.860040 254981.984375
1511.880473 255035.656250
1511.900907 255005.921875
1511.941773 255037.031250
1511.982640 255009.812500
1512.003073 255074.375000
1512.023507 254994.984375
1512.064373 255055.359375
1512.084807 255099.578125
1512.105240 255058.671875
1512.166540 255114.937500
1512.207407 255238.921875
1512.227840 255201.500000
1512.248274 255251.359375
1512.268707 255249.875000
1512.289140 255316.875000
1512.309574 255356.484375
1512.330007 255317.515625
1512.370874 255346.500000
1512.391307 255388.406250
1512.411740 255392.921875
1512.432174 255480.562500
1512.473040 255475.937500
1512.493474 255434.203125
1512.534340 255529.953125
1512.554774 255544.578125
1512.575207 255584.421875
1512.595640 255684.531250
1512.616074 255729.187500
1512.636507 255799.281250
1512.677374 255828.796875
1512.697807 255891.703125
1512.738674 255934.156250
1512.759107 255956.453125
1512.779540 255986.750000
1512.799974 256043.921875
1512.820407 256028.343750
1512.840841 256015.015625
1512.861274 256038.765625
1512.881707 256071.187500
1512.902141 256085.828125
1512.922574 256099.421875
1512.943007 256178.640625
1513.004307 256241.500000
1513.024741 256234.734375
1513.065607 256320.359375
1513.106474 256390.953125
1513.126907 256370.656250
1513.147341 256389.468750
1513.167774 256385.421875
1513.188208 256443.093750
1513.208641 256436.250000
1513.229074 256396.593750
1513.249508 256438.625000
1513.269941 256486.328125
1513.290374 256509.593750
1513.310808 256524.640625
1513.331241 256475.015625
1513.372108 256573.562500
1513.392541 256572.328125
1513.412974 256596.937500
1513.433408 256659.453125
1513.453841 256645.453125
1513.474275 256637.953125
1513.494708 256680.859375
1513.515141 256747.437500
1513.535575 256780.640625
1513.556008 256801.343750
1513.596875 256825.187500
1513.617308 256787.328125
1513.658175 256840.328125
1513.678608 256890.421875
1513.699042 256832.468750
1513.719475 256870.921875
1513.739908 256798.593750
1513.760342 256829.953125
1513.780775 256779.437500
1513.801208 256849.468750
1513.821642 256837.484375
1513.842075 256800.343750
1513.862508 256829.562500
1513.882942 256855.593750
1513.903375 256847.500000
1513.923809 256860.843750
1513.944242 256817.562500
1513.964675 256839.140625
1513.985109 256866.890625
1514.025975 256809.718750
1514.046409 256877.187500
1514.066842 256856.484375
1514.087276 256852.250000
1514.107709 256879.203125
1514.128142 256959.234375
1514.148576 256936.843750
1514.169009 256961.937500
1514.189442 257038.531250
1514.209876 256973.703125
1514.230309 257001.531250
1514.250742 256999.187500
1514.271176 256938.062500
1514.312043 257042.671875
1514.332476 257047.359375
1514.352909 257041.265625
1514.373343 257047.093750
1514.393776 257073.328125
1514.414210 257119.296875
1514.434643 257099.500000
1514.455076 257147.015625
1514.475510 257152.093750
1514.495943 257148.734375
1514.516376 257131.718750
1514.536810 257157.484375
1514.557243 257154.437500
1514.577676 257150.000000
1514.598110 257188.093750
1514.618543 257088.109375
1514.638977 257164.437500
1514.659410 257131.015625
1514.679843 257164.687500
1514.700277 257132.531250
1514.720710 257104.937500
1514.741143 257133.671875
1514.761577 257155.812500
1514.782010 257182.312500
1514.802444 257174.328125
1514.822877 257176.187500
1514.843310 257123.125000
1514.863744 257128.421875
1514.884177 257116.406250
1514.925044 257119.031250
1514.945477 257079.593750
1514.965911 257134.078125
1514.986344 257148.343750
1515.006777 257114.000000
1515.027211 257118.109375
1515.047644 257124.109375
1515.068078 257173.156250
1515.088511 257143.109375
1515.108944 257151.031250
1515.129378 257152.312500
1515.149811 257211.046875
1515.190678 257152.625000
1515.211111 257184.531250
1515.231545 257202.281250
1515.251978 257230.750000
1515.272412 257264.000000
1515.292845 257268.796875
1515.313278 257241.562500
1515.333712 257300.109375
1515.354145 257333.046875
1515.374578 257274.843750
1515.395012 257275.921875
1515.415445 257279.750000
1515.435879 257310.625000
1515.456312 257289.375000
1515.476745 257302.781250
1515.497179 257263.250000
1515.517612 257289.531250
1515.538046 257277.843750
1515.558479 257304.234375
1515.578912 257255.531250
1515.599346 257236.734375
1515.619779 257279.000000
1515.640213 257256.796875
1515.660646 257199.484375
1515.681079 257225.656250
1515.701513 257194.812500
1515.721946 257234.531250
1515.762813 257179.531250
1515.824113 257125.156250
1515.844547 257112.546875
1515.864980 257076.359375
1515.885413 257090.406250
1515.905847 257051.906250
1515.926280 257031.562500
1515.946714 256999.312500
1515.967147 256972.812500
1515.987580 256968.843750
1516.008014 256952.937500
1516.028447 256949.578125
1516.069314 256955.546875
1516.089747 256905.937500
1516.130614 256932.671875
1516.151048 256907.656250
1516.171481 256930.656250
1516.191914 256897.125000
1516.212348 256868.765625
1516.253215 256774.703125
1516.273648 256733.718750
1516.294082 256720.437500
1516.314515 256665.046875
1516.334948 256634.218750
1516.355382 256577.671875
1516.375815 256631.281250
1516.396249 256622.375000
1516.416682 256576.500000
1516.437115 256593.062500
1516.457549 256505.218750
1516.477982 256393.281250
1516.498416 256378.421875
1516.518849 256358.609375
1516.559716 256184.796875
1516.600583 256077.890625
1516.641449 255843.765625
1516.661883 255714.531250
1516.682316 255671.171875
1516.702750 255565.656250
1516.723183 255446.968750
1516.743617 255356.359375
1516.784483 255143.218750
1516.804917 255067.390625
1516.845784 254915.671875
1516.866217 254838.593750
1516.886650 254740.765625
1516.907084 254739.265625
1516.927517 254611.484375
1516.947951 254621.890625
1516.968384 254649.484375
1516.988817 254641.578125
1517.009251 254643.031250
1517.029684 254696.468750
1517.050118 254685.281250
1517.070551 254786.609375
1517.090985 254789.484375
1517.111418 254781.609375
1517.131851 254773.484375
1517.152285 254803.343750
1517.172718 254734.921875
1517.193152 254687.593750
1517.213585 254651.406250
1517.234019 254653.781250
1517.254452 254510.312500
1517.274885 254466.734375
1517.295319 254335.046875
1517.315752 254302.515625
1517.336186 254105.781250
1517.356619 253954.593750
1517.377052 253870.484375
1517.397486 253780.812500
1517.438353 253819.187500
1517.479220 254018.156250
1517.499653 254191.343750
1517.520086 254323.875000
1517.560953 254694.062500
1517.581387 254878.718750
1517.642687 255449.921875
1517.663120 255570.218750
1517.683554 255699.750000
1517.724421 255932.718750
1517.744854 256061.656250
1517.765288 256133.750000
1517.785721 256140.968750
1517.806154 256133.890625
1517.826588 256120.125000
1517.847021 256154.875000
1517.867455 256192.625000
1517.887888 256175.125000
1517.908322 256190.703125
1517.928755 256111.953125
1517.949189 256125.828125
1517.969622 256130.171875
1517.990055 256106.312500
1518.051356 256011.125000
1518.071789 256001.218750
1518.092223 255969.296875
1518.112656 255842.406250
1518.133089 255803.859375
1518.153523 255719.000000
1518.173956 255687.203125
1518.194390 255592.375000
1518.235257 255179.828125
1518.255690 254702.109375
1518.276124 254181.906250
1518.296557 253611.484375
1518.316990 252970.281250
1518.337424 252267.859375
1518.357857 251457.625000
1518.378291 250607.343750
1518.398724 249619.250000
1518.419158 248643.765625
1518.439591 247685.875000
1518.460024 246708.281250
1518.480458 245848.796875
1518.500891 245101.906250
1518.521325 244448.078125
1518.541758 243816.781250
1518.603059 242184.031250
1518.623492 241816.218750
1518.664359 240203.062500
1518.705226 237443.468750
1518.725659 236447.812500
1518.786960 234558.203125
1518.807393 234349.421875
1518.827827 234337.578125
1518.848260 234541.546875
1518.868693 234886.562500
1518.909560 236243.687500
1518.929994 237455.593750
1518.950427 238663.421875
1518.970861 239342.921875
1518.991294 239820.171875
1519.011728 240006.234375
1519.032161 240291.453125
1519.052594 240410.718750
1519.093461 240344.203125
1519.113895 240220.218750
1519.134328 239952.921875
1519.216062 235708.734375
1519.236496 233654.546875
1519.256929 231413.437500
1519.277363 229169.046875
1519.297796 226997.546875
1519.318229 224750.109375
1519.379530 217153.015625
1519.399963 213923.031250
1519.420397 211096.937500
1519.461264 207674.765625
1519.481697 206723.093750
1519.502130 206006.015625
1519.522564 205522.171875
1519.542997 205553.046875
1519.563431 206192.890625
1519.583864 207319.656250
1519.624731 207926.750000
1519.645165 207224.406250
1519.665598 206464.312500
1519.686032 206827.593750
1519.706465 208161.421875
1519.726899 209797.140625
1519.747332 211753.500000
1519.767766 214092.953125
1519.829066 221152.187500
1519.849499 223802.171875
1519.869933 226978.718750
1519.890366 230535.250000
1519.910800 233630.625000
1519.951667 237522.796875
1519.972100 239076.734375
1519.992534 240640.468750
1520.012967 242075.375000
1520.053834 243514.593750
1520.074267 244136.218750
1520.094701 244731.640625
1520.115134 245431.578125
1520.135568 245983.796875
1520.156001 246627.515625
1520.176435 247046.734375
1520.196868 247548.953125
1520.217302 247989.828125
1520.237735 248512.343750
1520.258169 248980.921875
1520.278602 249434.437500
1520.299036 249814.281250
1520.319469 250045.437500
1520.339903 250204.375000
1520.360336 250258.218750
1520.380770 250325.421875
1520.401203 250368.921875
1520.421636 250385.765625
1520.442070 250425.546875
1520.462504 250404.265625
1520.503370 250467.765625
1520.523804 250471.578125
1520.544237 250507.781250
1520.564671 250628.140625
1520.585104 250609.687500
1520.605538 250862.953125
1520.625971 250983.359375
1520.646405 251053.593750
1520.666838 251258.484375
1520.687272 251396.187500
1520.748572 252128.718750
1520.769006 252367.421875
1520.789439 252727.125000
1520.809873 252993.484375
1520.830306 253334.859375
1520.871173 253977.984375
1520.891607 254363.093750
1520.912040 254600.859375
1520.932474 254731.796875
1520.952907 254932.281250
1520.973340 255024.593750
1520.993774 255174.156250
1521.014207 255274.296875
1521.034641 255286.046875
1521.055075 255377.484375
1521.075508 255442.625000
1521.095941 255518.796875
1521.116375 255561.343750
1521.136808 255632.953125
1521.157242 255700.796875
1521.177675 255759.953125
1521.198109 255839.937500
1521.218542 255919.406250
1521.238976 255967.609375
1521.259409 256026.328125
1521.300276 256149.906250
1521.320710 256168.218750
1521.341143 256262.171875
1521.361577 256259.968750
1521.382010 256344.359375
1521.402444 256433.421875
1521.422877 256491.187500
1521.443311 256577.109375
1521.463744 256616.437500
1521.484178 256690.171875
1521.504611 256716.000000
1521.525045 256823.750000
1521.545478 256833.390625
1521.586345 256949.484375
1521.606779 257003.093750
1521.627212 257062.890625
1521.647646 257111.968750
1521.668079 257189.218750
1521.688513 257223.687500
1521.708946 257233.578125
1521.729380 257299.296875
1521.770247 257386.156250
1521.790680 257419.609375
1521.811114 257469.203125
1521.831547 257518.343750
1521.851981 257576.609375
1521.872414 257560.125000
1521.892848 257567.906250
1521.913281 257579.375000
1521.933715 257603.171875
1521.954148 257619.109375
1521.974582 257641.765625
1522.015449 257617.328125
1522.035882 257652.937500
1522.056316 257710.093750
1522.076749 257668.265625
1522.097183 257641.375000
1522.117616 257688.609375
1522.138050 257703.812500
1522.158483 257690.750000
1522.178917 257720.359375
1522.199350 257690.046875
1522.219784 257612.375000
1522.240217 257677.031250
1522.281084 257660.734375
1522.301518 257654.140625
1522.321951 257668.765625
1522.342385 257690.765625
1522.362818 257708.484375
1522.383252 257712.546875
1522.403685 257755.328125
1522.424119 257783.968750
1522.444552 257757.218750
1522.464986 257741.203125
1522.485419 257681.437500
1522.505853 257716.968750
1522.526286 257736.390625
1522.546720 257739.671875
1522.567153 257727.562500
1522.608020 257670.609375
1522.628454 257708.843750
1522.648887 257702.187500
1522.669321 257735.906250
1522.689754 257737.265625
1522.710188 257711.062500
1522.730621 257680.531250
1522.751055 257661.500000
1522.771488 257682.921875
1522.791922 257622.640625
1522.812355 257635.984375
1522.832789 257628.281250
1522.853222 257553.375000
1522.873656 257545.140625
1522.894090 257516.796875
1522.914523 257542.843750
1522.934957 257564.000000
1522.955390 257540.328125
1522.975824 257525.000000
1522.996257 257476.843750
1523.016691 257478.500000
1523.037124 257445.984375
1523.057558 257451.484375
1523.077991 257431.406250
1523.098425 257376.187500
1523.118858 257378.046875
1523.139292 257382.296875
1523.159725 257375.406250
1523.180159 257407.578125
1523.200592 257429.156250
1523.221026 257376.500000
1523.241459 257435.562500
1523.261893 257411.921875
1523.282326 257404.765625
1523.302760 257470.484375
1523.323193 257437.671875
1523.343627 257432.593750
1523.364061 257429.640625
1523.384494 257450.406250
1523.404927 257468.250000
1523.425361 257458.390625
1523.445795 257480.968750
1523.466228 257460.000000
1523.507095 257484.296875
1523.527529 257473.328125
1523.547962 257514.562500
1523.568396 257553.109375
1523.588829 257530.312500
1523.609263 257601.359375
1523.629696 257541.609375
1523.650130 257516.406250
1523.670563 257547.765625
1523.690997 257572.671875
1523.711430 257566.156250
1523.731864 257565.937500
1523.752298 257608.609375
1523.772731 257509.718750
1523.793165 257572.125000
1523.813598 257584.250000
1523.854465 257582.109375
1523.874899 257567.468750
1523.895332 257515.984375
1523.915766 257509.843750
1523.936199 257492.671875
1523.956633 257463.859375
1523.977066 257501.687500
1523.997500 257506.515625
1524.017933 257487.421875
1524.038367 257492.250000
1524.058800 257477.093750
1524.079234 257535.156250
1524.120101 257507.281250
1524.140535 257501.140625
1524.181402 257492.953125
1524.201835 257535.000000
1524.242702 257566.640625
1524.263136 257602.406250
1524.283569 257547.281250
1524.304003 257574.265625
1524.324437 257559.828125
1524.344870 257590.218750
1524.365304 257558.796875
1524.406171 257521.765625
1524.426604 257541.921875
1524.447038 257572.062500
1524.467471 257592.796875
1524.487905 257607.656250
1524.508338 257574.265625
1524.528772 257590.781250
1524.569639 257571.875000
1524.590073 257568.750000
1524.610506 257548.281250
1524.630940 257510.406250
1524.651373 257581.250000
1524.671807 257536.937500
1524.692240 257578.375000
1524.712674 257600.765625
1524.733107 257595.281250
1524.773974 257558.796875
1524.794408 257490.890625
1524.835275 257454.437500
1524.855709 257480.625000
1524.876142 257447.562500
1524.917009 257395.406250
1524.937443 257421.953125
1524.957876 257416.453125
1526.143023 257413.390625
1526.163457 257352.500000
1526.204324 257401.484375
1526.286058 257439.265625
1526.306491 257421.906250
1526.347359 257473.687500
1526.367792 257490.046875
1526.388226 257526.046875
1526.408659 257549.453125
1526.429093 257528.828125
1526.449526 257515.781250
1526.469960 257505.765625
1526.490394 257560.156250
1526.531261 257581.046875
1526.551694 257570.812500
1526.572128 257550.250000
1526.592562 257583.015625
1526.612995 257530.359375
1526.653862 257509.609375
1526.674296 257553.343750
1526.694730 257555.500000
1526.715163 257558.062500
1526.735597 257550.421875
1526.756030 257522.640625
1526.776464 257565.609375
1526.796897 257527.281250
1526.817331 257592.031250
1526.837764 257579.531250
1526.858198 257543.062500
1526.878632 257567.828125
1526.899065 257556.046875
1526.939932 257534.640625
1526.960366 257564.468750
1526.980800 257533.890625
1527.021667 257559.281250
1527.042100 257589.546875
1527.062534 257622.828125
1527.082968 257682.625000
1527.103401 257648.734375
1527.123835 257660.359375
1527.144268 257631.890625
1527.205569 257704.000000
1527.246436 257673.484375
1527.266870 257666.890625
1527.287303 257658.750000
1527.328171 257763.031250
1527.348604 257739.140625
1527.369038 257776.984375
1527.389471 257747.515625
1527.409905 257751.750000
1527.430339 257770.078125
1527.450772 257776.468750
1527.491639 257791.187500
1527.512073 257720.921875
1527.532507 257751.734375
1527.552940 257738.625000
1527.573374 257658.031250
1527.634675 257633.328125
1527.655108 257683.578125
1527.675542 257708.796875
1527.695975 257702.218750
1527.736842 257695.906250
1527.757276 257692.109375
1527.777710 257686.734375
1527.798143 257710.687500
1527.818577 257714.375000
1527.839010 257786.265625
1527.859444 257792.234375
1527.900311 257784.546875
1527.920745 257830.390625
1527.961612 257811.265625
1527.982046 257787.953125
1528.002479 257877.859375
1528.022913 257846.906250
1528.043346 257836.031250
1528.063780 257844.796875
1528.084214 257866.312500
1528.104647 257859.140625
1528.125081 257857.140625
1528.145514 257886.578125
1528.165948 257876.421875
1528.186382 257875.171875
1528.206815 257893.468750
1528.227249 257882.000000
1528.247682 257909.750000
1528.268116 257907.250000
1528.288550 257906.234375
1528.308983 258007.687500
1528.329417 257979.921875
1528.349850 257977.703125
1528.370284 257945.656250
1528.431585 257976.828125
1528.452018 258005.921875
1528.472452 257977.906250
1528.492886 258015.421875
1528.513319 257996.703125
1528.533753 257990.562500
1528.554187 257986.812500
1528.574620 257988.062500
1528.595054 257958.093750
1528.615487 257952.234375
1528.635921 257989.453125
1528.656355 257949.000000
1528.697222 257963.656250
1528.717655 257969.578125
1528.738089 258015.218750
1528.758523 257999.312500
1528.799390 257997.312500
1528.819824 258051.156250
1528.840257 258035.718750
1528.860691 258061.750000
1528.881124 258044.421875
1528.901558 258068.203125
1528.921992 258038.140625
1528.942425 258037.078125
1528.962859 258086.578125
1528.983292 258049.625000
1529.003726 258020.625000
1529.024160 258049.125000
1529.044593 258072.406250
1529.065027 258076.734375
1529.085461 258116.468750
1529.105894 258114.828125
1529.146761 258117.328125
1529.187629 258126.968750
1529.208062 258103.890625
1529.248930 258090.734375
1529.269363 258125.125000
1529.289797 258062.203125
1529.310230 258036.656250
1529.330664 258048.703125
1529.351098 258097.312500
1529.391965 258128.390625
1529.432832 258080.859375
1529.453266 258022.984375
1529.473699 258022.812500
1529.494133 258029.593750
1529.514567 258066.046875
1529.535000 258017.359375
1529.555434 258014.015625
1529.575867 257996.234375
1529.596301 258042.312500
1529.616735 258046.843750
1529.637168 258063.984375
1529.657602 258046.531250
1529.678036 258081.953125
1529.718903 258014.015625
1529.739336 258016.390625
1529.759770 258077.437500
1529.780204 258045.031250
1529.800638 258051.781250
1529.821071 258052.265625
1529.841505 258037.437500
1529.861938 258028.875000
1529.882372 258063.843750
1529.902806 258043.781250
1529.923239 258053.140625
1529.943673 258074.406250
1529.964106 258077.906250
1529.984540 258077.156250
1530.004974 258136.421875
1530.025407 258132.765625
1530.045841 258098.937500
1530.066275 258118.921875
1530.086708 258114.343750
1530.107142 258098.937500
1530.127576 258108.031250
1530.148009 258048.156250
1530.168443 258038.031250
1530.188876 258012.609375
1530.209310 258002.781250
1530.229744 257970.828125
1530.250177 257948.140625
1530.291045 257933.140625
1530.311478 257917.812500
1530.331912 257969.250000
1530.352346 257962.453125
1530.372779 257958.531250
1530.393213 257973.531250
1530.413647 257942.718750
1530.434080 257966.390625
1530.454514 257980.578125
1530.474947 258045.218750
1530.495381 258068.921875
1530.515815 258048.859375
1530.536248 258040.968750
1530.577116 258099.500000
1530.597549 258177.500000
1530.617983 258203.265625
1530.638417 258189.500000
1530.658850 258180.468750
1530.679284 258193.625000
1530.699718 258195.781250
1530.720151 258159.953125
1530.740585 258213.046875
1530.761019 258154.328125
1530.781452 258177.531250
1530.801886 258199.828125
1530.822319 258219.125000
1530.842753 258238.203125
1530.863187 258182.937500
1530.883620 258202.343750
1530.904054 258178.500000
1530.944921 258235.765625
1530.965355 258182.328125
1530.985789 258159.750000
1531.006222 258187.296875
1531.026656 258153.859375
1531.047090 258157.921875
1531.087957 258154.437500
1531.108390 258127.578125
1531.128824 258165.453125
1531.149258 258180.890625
1531.169692 258204.203125
1531.210559 258199.296875
1531.230992 258219.703125
1531.251426 258209.062500
1531.292293 258249.671875
1531.312727 258218.781250
1531.333161 258175.906250
1531.353594 258245.609375
1531.374028 258219.593750
1531.394462 258198.843750
1531.414895 258202.984375
1531.435329 258247.546875
1531.476196 258230.093750
1531.496630 258244.109375
1531.517064 258293.093750
1531.537497 258258.234375
1531.557931 258258.578125
1531.578365 258318.296875
1531.598798 258287.765625
1531.619232 258265.562500
1531.639666 258302.031250
1531.660099 258264.296875
1531.680533 258295.890625
1531.721400 258305.359375
1531.741834 258334.843750
1531.762268 258336.796875
1531.782701 258324.453125
1531.823569 258333.750000
1531.864436 258278.875000
1531.884870 258286.281250
1531.905303 258345.875000
1531.925737 258346.890625
1531.946171 258364.406250
1531.987038 258352.578125
1532.007472 258344.421875
1532.027905 258372.187500
1532.048339 258360.359375
1532.068773 258331.937500
1532.089206 258326.671875
1532.109640 258314.687500
1532.130074 258316.187500
1532.150507 258263.718750
1532.170941 258281.546875
1532.191375 258286.343750
1532.211808 258227.765625
1532.232242 258236.359375
1532.252676 258231.703125
1532.273109 258216.296875
1532.293543 258225.906250
1532.313977 258237.734375
1532.334410 258260.796875
1532.354844 258270.015625
1532.375278 258226.140625
1532.395711 258195.718750
1532.416145 258189.156250
1532.436579 258192.343750
1532.457012 258186.750000
1532.477446 258150.984375
1532.518313 258183.828125
1532.538747 258147.765625
1532.559181 258140.828125
1532.600048 258207.718750
1532.620482 258147.531250
1532.640915 258153.171875
1532.661349 258136.421875
1532.681783 258172.359375
1532.722650 258082.625000
1532.743084 258086.265625
1532.783951 258063.875000
1532.804385 258079.328125
1532.824819 258049.921875
1532.865686 258068.703125
1532.886120 258068.937500
1532.906553 258082.890625
1532.926987 258081.234375
1532.947421 258077.687500
1532.967854 258021.546875
1532.988288 258047.843750
1533.008722 258048.218750
1533.029155 258058.500000
1533.049589 258041.687500
1533.070023 258032.250000
1533.090456 257963.359375
1533.110890 257962.125000
1533.131324 258015.515625
1533.172191 257978.875000
1533.192625 258004.453125
1533.233492 257959.812500
1533.253926 257978.218750
1533.274360 257953.687500
1533.294793 257972.656250
1533.315227 257914.109375
1533.335661 257924.812500
1533.356094 257882.296875
1533.376528 257928.656250
1533.396962 257941.359375
1533.417395 257994.093750
1533.437829 258002.859375
1533.458263 257944.843750
1533.478697 258000.734375
1533.499130 257941.171875
1533.519564 258008.015625
1533.560431 257972.250000
1533.580865 257977.187500
1533.601299 257955.281250
1533.662600 257919.718750
1533.683033 257900.406250
1533.703467 257939.078125
1533.723901 257890.500000
1533.744335 257909.437500
1533.764768 257908.812500
1533.785202 257947.531250
1533.826069 257911.453125
1533.846503 257977.234375
1533.866937 257950.093750
1533.969105 257899.578125
1533.989539 257895.687500
1534.009973 257895.281250
1534.030406 257924.687500
1534.050840 257916.765625
1534.071274 257940.000000
1534.112141 257909.468750
1534.132575 257913.968750
1534.153008 257904.718750
1534.173442 257909.328125
1534.193876 257831.078125
1534.214310 257881.703125
1534.255177 257820.093750
1534.296044 257897.187500
1534.316478 257860.859375
1534.336912 257916.890625
1534.357346 257898.468750
1534.377779 257927.406250
1534.398213 257904.406250
1534.418647 257854.718750
1534.459514 257854.078125
1534.479948 257884.015625
1534.500381 257846.921875
1534.520815 257824.359375
1534.541249 257850.546875
1534.561683 257819.046875
1534.582116 257798.468750
1534.602550 257817.078125
1534.622984 257828.843750
1534.643418 257795.812500
1534.663851 257795.359375
1534.684285 257770.171875
1534.704719 257845.218750
1534.725152 257821.875000
1534.745586 257756.078125
1534.766020 257731.515625
1534.786453 257772.109375
1534.806887 257737.140625
1534.827321 257729.203125
1534.847755 257712.078125
1534.888622 257688.562500
1534.909056 257658.109375
1534.949923 257640.421875
1534.970357 257613.015625
1534.990791 257580.406250
1535.011224 257532.562500
1535.031658 257565.468750
1535.052092 257572.234375
1535.072526 257508.296875
1535.092959 257531.234375
1535.133827 257542.359375
1535.154260 257522.734375
1535.174694 257512.765625
1535.195128 257550.265625
1535.215562 257485.421875
1535.256429 257536.234375
1535.276863 257498.062500
1535.297296 257526.109375
1535.338164 257479.140625
1535.358598 257479.328125
1535.379031 257494.531250
1535.399465 257487.765625
1535.440332 257450.625000
1535.460766 257417.875000
1535.481200 257399.250000
1535.501634 257391.031250
1535.522067 257341.062500
1535.542501 257359.484375
1535.562935 257418.671875
1535.583369 257367.343750
1535.603802 257318.218750
1535.624236 257345.843750
1535.644670 257312.312500
1535.665103 257357.796875
1535.685537 257297.250000
1535.726405 257240.765625
1535.767272 257211.281250
1535.787706 257185.750000
1535.828573 257134.234375
1535.849007 257152.625000
1535.889874 257049.828125
1535.910308 257085.218750
1535.930742 257074.234375
1535.951176 256997.984375
1535.992043 257000.781250
1536.012477 256987.875000
1536.032911 256969.015625
1536.053344 256895.781250
1536.073778 256972.468750
1536.094212 256926.453125
1536.135079 256881.781250
1536.155513 256900.390625
1536.175947 256900.968750
1536.216814 256913.828125
1536.237248 256866.812500
1536.257682 256858.078125
1536.278115 256853.937500
1536.298549 256814.187500
1536.318983 256808.156250
1536.359850 256784.093750
1536.380284 256773.718750
1536.400718 256766.625000
1536.421152 256784.828125
1536.441585 256758.046875
1536.462019 256769.562500
1536.482453 256791.390625
1536.502887 256756.109375
1536.523320 256750.843750
1536.543754 256767.765625
1536.564188 256697.625000
1536.584622 256712.453125
1536.605055 256695.906250
1536.625489 256671.125000
1536.645923 256615.906250
1536.686790 256590.843750
1536.707224 256592.562500
1536.727658 256597.328125
1536.748091 256498.218750
1536.768525 256455.296875
1536.788959 256419.968750
1536.809393 256394.921875
1536.829826 256386.046875
1536.850260 256289.531250
1536.870694 256298.828125
1536.911561 256153.156250
1536.931995 256156.109375
1536.952429 256085.750000
1536.972863 256093.718750
1536.993296 255989.359375
1537.013730 256000.359375
1537.054598 255954.375000
1537.075032 255959.609375
1537.095465 255941.078125
1537.115899 255884.328125
1537.136333 255834.812500
1537.156766 255823.031250
1537.197634 255774.953125
1537.238502 255768.734375
1537.258935 255743.000000
1537.279369 255719.640625
1537.299803 255632.187500
1537.320237 255670.953125
1537.340670 255638.656250
1537.361104 255675.218750
1537.381538 255676.234375
1537.401972 255614.093750
1537.422405 255629.078125
1537.442839 255548.203125
1537.463273 255525.203125
1537.483707 255488.265625
1537.504140 255502.796875
1537.524574 255430.062500
1537.545008 255360.640625
1537.565442 255362.812500
1537.585875 255358.390625
1537.606309 255322.328125
1537.626743 255292.890625
1537.647177 255265.703125
1537.667610 255297.906250
1537.688044 255200.078125
1537.708478 255243.250000
1537.749345 255200.718750
1537.769779 255191.109375
1537.810647 255137.890625
1537.831080 255158.484375
1537.851514 255151.828125
1537.871948 255159.000000
1537.912815 255157.609375
1537.933249 255221.062500
1537.953683 255178.343750
1537.974117 255234.531250
1537.994551 255246.390625
1538.014984 255243.015625
1538.035418 255300.765625
1538.055852 255252.218750
1538.076286 255286.640625
1538.096719 255370.531250
1538.117153 255345.250000
1538.158021 255386.140625
1538.178455 255383.796875
1538.198888 255434.625000
1538.219322 255460.890625
1538.239756 255546.000000
1538.280623 255553.265625
1538.301057 255570.843750
1538.341925 255599.734375
1538.382792 255670.468750
1538.403226 255659.390625
1538.423660 255694.890625
1538.444094 255702.468750
1538.464527 255744.281250
1538.484961 255735.156250
1538.505395 255703.171875
1538.525829 255723.390625
1538.566696 255758.578125
1538.587130 255744.312500
1538.607564 255721.734375
1538.627998 255690.218750
1538.648431 255724.171875
1538.668865 255699.906250
1538.689299 255746.390625
1538.709733 255704.484375
1538.730166 255769.015625
1538.750600 255782.875000
1538.791468 255753.906250
